num_task_per_taskset=10
num_taskset=500
//ID,Priority,Offset,Period,Execution Time
[1]
T5,4,0,22,1
T6,5,0,176,1
T7,6,1,108,9
T8,7,1,33,2
T9,8,1,54,1
T10,9,0,154,2
[33]
T1,0,1,42,2
T2,1,1,56,4
T3,2,1,168,5
T4,3,1,180,34
T5,4,1,60,4
T6,5,0,200,38
T7,6,1,189,5
T8,7,0,44,2
T9,8,0,35,1
T10,9,0,128,5
[34]
T1,0,1,20,3
T2,1,1,27,2
T3,2,0,156,10
T4,3,1,108,2
T5,4,1,24,2
T6,5,1,75,5
T7,6,1,200,6
T8,7,1,110,10
T9,8,0,180,4
T10,9,1,198,2
[35]
T1,0,1,72,5
T2,1,1,40,2
T3,2,0,200,9
T4,3,1,165,8
T5,4,1,44,2
T6,5,1,25,1
T7,6,1,108,9
T8,7,1,165,25
T9,8,0,54,7
T10,9,0,180,14
[36]
T1,0,1,168,2
T2,1,1,168,34
T3,2,1,25,2
T4,3,1,36,2
T5,4,1,140,8
T6,5,1,200,20
T7,6,1,180,10
T8,7,0,126,10
T9,8,0,35,3
T10,9,1,61,1
[37]
T1,0,0,162,40
T2,1,1,192,2
T3,2,0,32,2
T4,3,0,168,8
T5,4,0,27,1
T6,5,0,200,26
T7,6,1,64,2
T8,7,0,80,7
T9,8,0,52,4
T10,9,0,108,2
[38]
T1,0,1,200,33
T2,1,0,75,6
T3,2,1,21,1
T4,3,1,168,18
T5,4,1,51,3
T6,5,1,100,3
T7,6,1,90,2
T8,7,1,29,1
T9,8,1,175,3
T10,9,0,175,20
[39]
T1,0,0,132,24
T2,1,0,53,5
T3,2,1,30,2
T4,3,0,144,7
T5,4,1,168,2
T6,5,0,60,2
T7,6,0,165,7
T8,7,1,200,29
T9,8,0,154,8
T10,9,1,33,1
[40]
T1,0,0,168,19
T2,1,0,24,1
T3,2,1,154,10
T4,3,1,32,1
T5,4,0,200,7
T6,5,0,144,10
T7,6,1,150,4
T8,7,1,66,5
T9,8,1,144,19
T10,9,0,28,2
[41]
T1,0,1,62,1
T2,1,0,200,5
T3,2,1,25,2
T4,3,1,24,2
T5,4,0,186,37
T6,5,1,156,2
T7,6,0,93,3
T8,7,1,65,2
T9,8,1,150,36
T10,9,0,50,2
[42]
T1,0,0,165,35
T2,1,0,135,1
T3,2,1,26,2
T4,3,0,200,8
T5,4,0,165,37
T6,5,0,99,11
T7,6,0,88,1
T8,7,1,24,2
T9,8,0,24,2
T10,9,1,156,5
[43]
T1,0,0,45,2
T2,1,0,112,4
T3,2,0,70,4
T4,3,1,175,12
T5,4,1,31,4
T6,5,0,147,11
T7,6,0,200,8
T8,7,1,48,10
T9,8,0,196,2
T10,9,0,160,6
[44]
T1,0,0,120,14
T2,1,1,171,4
T3,2,0,48,12
T4,3,0,175,2
T5,4,1,56,1
T6,5,0,44,6
T7,6,1,133,2
T8,7,1,150,1
T9,8,1,200,5
T10,9,1,21,1
[45]
T1,0,0,23,2
T2,1,0,112,19
T3,2,1,112,3
T4,3,1,25,1
T5,4,0,168,7
T6,5,0,200,40
T7,6,1,195,4
T8,7,1,175,2
T9,8,1,90,2
T10,9,1,40,4
[46]
T1,0,0,152,4
T2,1,0,35,5
T3,2,1,36,4
T4,3,1,152,33
T5,4,1,30,1
T6,5,1,180,3
T7,6,0,81,2
T8,7,1,90,3
T9,8,0,108,2
T10,9,0,200,8
[47]
T1,0,0,150,8
T2,1,0,168,7
T3,2,0,170,2
T4,3,0,102,2
T5,4,0,44,7
T6,5,0,200,28
T7,6,0,40,2
T8,7,0,100,2
T9,8,0,24,4
T10,9,1,84,5
[48]
T1,0,0,200,34
T2,1,0,20,2
T3,2,0,189,18
T4,3,1,160,16
T5,4,1,32,1
T6,5,1,81,3
T7,6,0,51,1
T8,7,0,192,22
T9,8,0,84,4
T10,9,0,84,1
[49]
T1,0,1,49,5
T2,1,1,200,16
T3,2,1,108,20
T4,3,1,24,1
T5,4,1,20,1
T6,5,1,189,12
T7,6,1,108,6
T8,7,1,162,2
T9,8,0,168,2
T10,9,1,70,2
[50]
T1,0,1,189,15
T2,1,1,35,2
T3,2,0,75,3
T4,3,1,46,5
T5,4,0,105,8
T6,5,0,168,14
T7,6,0,200,20
T8,7,1,135,1
T9,8,0,46,3
T10,9,1,184,3
[51]
T1,0,0,45,5
T2,1,1,168,5
T3,2,0,21,2
T4,3,1,38,2
T5,4,0,200,14
T6,5,0,108,5
T7,6,0,117,4
T8,7,0,189,32
T9,8,0,140,6
T10,9,1,180,15
[52]
T1,0,0,21,2
T2,1,0,156,4
T3,2,1,45,1
T4,3,1,48,2
T5,4,1,150,6
T6,5,1,156,5
T7,6,1,60,2
T8,7,1,200,2
T9,8,1,64,14
T10,9,0,78,11
[53]
T1,0,0,165,2
T2,1,1,200,15
T3,2,1,125,2
T4,3,0,150,20
T5,4,1,168,34
T6,5,0,22,2
T7,6,1,132,5
T8,7,0,35,2
T9,8,1,99,2
T10,9,0,30,4
[54]
T1,0,0,143,2
T2,1,1,132,1
T3,2,1,165,5
T4,3,1,200,14
T5,4,0,51,2
T6,5,0,165,2
T7,6,1,125,9
T8,7,0,33,2
T9,8,1,165,36
T10,9,0,22,5
[55]
T1,0,0,190,2
T2,1,0,54,1
T3,2,1,140,16
T4,3,0,180,6
T5,4,1,32,7
T6,5,1,200,2
T7,6,0,152,8
T8,7,1,114,6
T9,8,1,50,5
T10,9,1,133,5
[56]
T1,0,0,45,1
T2,1,1,182,11
T3,2,0,56,2
T4,3,1,160,36
T5,4,1,72,10
T6,5,1,150,2
T7,6,0,36,1
T8,7,1,200,1
T9,8,0,90,3
T10,9,1,48,6
[57]
T1,0,0,132,5
T2,1,1,65,2
T3,2,0,168,6
T4,3,0,24,2
T5,4,1,175,10
T6,5,0,200,12
T7,6,0,22,3
T8,7,0,165,19
T9,8,1,132,16
T10,9,1,24,2
[58]
T1,0,1,152,2
T2,1,1,171,2
T3,2,0,200,15
T4,3,0,95,7
T5,4,0,57,7
T6,5,1,50,3
T7,6,1,27,2
T8,7,1,150,20
T9,8,1,36,3
T10,9,1,60,1
[59]
T1,0,1,25,1
T2,1,0,24,4
T3,2,1,200,26
T4,3,0,160,9
T5,4,1,60,2
T6,5,1,196,3
T7,6,1,20,1
T8,7,1,70,4
T9,8,1,98,2
T10,9,1,160,7
[60]
T1,0,1,165,1
T2,1,0,22,4
T3,2,0,120,2
T4,3,1,156,1
T5,4,1,200,13
T6,5,1,39,7
T7,6,0,91,7
T8,7,1,182,5
T9,8,0,49,1
T10,9,0,140,15
[61]
T1,0,1,120,11
T2,1,1,42,1
T3,2,1,65,2
T4,3,1,150,17
T5,4,0,170,11
T6,5,0,40,2
T7,6,1,170,24
T8,7,0,200,2
T9,8,0,102,2
T10,9,0,52,8
[62]
T1,0,0,54,1
T2,1,0,126,1
T3,2,0,126,7
T4,3,0,200,12
T5,4,1,138,4
T6,5,0,184,15
T7,6,0,35,1
T8,7,0,150,19
T9,8,0,180,31
T10,9,1,30,1
[63]
T1,0,1,150,1
T2,1,0,28,3
T3,2,0,110,2
T4,3,0,150,2
T5,4,1,88,16
T6,5,1,24,1
T7,6,0,177,2
T8,7,0,200,11
T9,8,1,80,2
T10,9,0,33,6
[64]
T1,0,1,99,7
T2,1,1,154,17
T3,2,0,21,2
T4,3,0,200,11
T5,4,1,175,14
T6,5,1,42,1
T7,6,0,27,2
T8,7,0,168,8
T9,8,0,144,2
T10,9,1,140,18
[65]
T1,0,1,168,2
T2,1,1,33,1
T3,2,1,165,3
T4,3,0,99,5
T5,4,1,63,2
T6,5,0,80,4
T7,6,0,168,6
T8,7,0,27,2
T9,8,0,44,2
T10,9,1,200,66
[66]
T1,0,1,174,18
T2,1,1,27,4
T3,2,1,145,3
T4,3,1,32,6
T5,4,0,150,5
T6,5,1,125,2
T7,6,0,200,7
T8,7,1,180,12
T9,8,0,60,2
T10,9,0,45,2
[67]
T1,0,0,200,5
T2,1,0,65,8
T3,2,0,156,15
T4,3,0,108,2
T5,4,0,21,2
T6,5,1,44,2
T7,6,0,180,22
T8,7,0,39,2
T9,8,0,60,2
T10,9,0,165,7
[68]
T1,0,1,140,2
T2,1,0,99,1
T3,2,1,33,2
T4,3,1,39,2
T5,4,0,20,3
T6,5,0,189,21
T7,6,1,200,12
T8,7,0,180,2
T9,8,1,189,32
T10,9,0,55,1
[69]
T1,0,1,150,4
T2,1,1,170,19
T3,2,0,39,2
T4,3,0,40,2
T5,4,1,200,36
T6,5,1,56,3
T7,6,1,54,1
T8,7,0,136,3
T9,8,1,180,13
T10,9,1,120,9
[70]
T1,0,1,190,15
T2,1,0,36,1
T3,2,0,150,2
T4,3,1,38,5
T5,4,1,126,3
T6,5,1,200,21
T7,6,1,22,3
T8,7,0,135,3
T9,8,1,60,2
T10,9,1,152,8
[71]
T1,0,0,200,15
T2,1,0,50,3
T3,2,1,32,4
T4,3,0,168,7
T5,4,0,22,2
T6,5,1,80,7
T7,6,1,160,7
T8,7,0,96,4
T9,8,0,95,6
T10,9,1,192,1
[72]
T1,0,0,81,6
T2,1,1,135,16
T3,2,0,184,25
T4,3,1,24,2
T5,4,0,200,31
T6,5,0,180,6
T7,6,1,81,5
T8,7,0,27,2
T9,8,1,42,2
T10,9,0,150,2
[73]
T1,0,1,87,2
T2,1,0,200,3
T3,2,1,48,2
T4,3,1,35,1
T5,4,1,98,11
T6,5,1,174,38
T7,6,0,21,1
T8,7,1,140,2
T9,8,1,150,24
T10,9,0,174,3
[74]
T1,0,0,105,2
T2,1,1,84,8
T3,2,0,42,7
T4,3,0,20,2
T5,4,0,56,2
T6,5,0,42,1
T7,6,0,200,26
T8,7,1,176,5
T9,8,0,196,14
T10,9,0,150,7
[75]
T1,0,1,130,2
T2,1,0,156,2
T3,2,1,35,4
T4,3,0,168,8
T5,4,0,200,45
T6,5,0,63,6
T7,6,0,56,2
T8,7,1,38,1
T9,8,0,180,5
T10,9,1,21,1
[76]
T1,0,0,200,19
T2,1,1,168,6
T3,2,1,112,4
T4,3,0,54,1
T5,4,1,110,15
T6,5,1,176,16
T7,6,1,50,2
T8,7,1,168,4
T9,8,0,40,3
T10,9,0,100,12
[77]
T1,0,0,182,1
T2,1,1,200,6
T3,2,1,175,15
T4,3,1,195,3
T5,4,1,96,22
T6,5,1,52,3
T7,6,1,63,2
T8,7,0,96,10
T9,8,1,42,2
T10,9,1,20,1
[78]
T1,0,1,200,8
T2,1,0,110,5
T3,2,0,42,2
T4,3,0,154,11
T5,4,0,40,4
T6,5,1,140,8
T7,6,1,165,2
T8,7,0,40,2
T9,8,0,165,9
T10,9,1,133,29
[79]
T1,0,0,200,6
T2,1,0,84,3
T3,2,0,72,11
T4,3,0,130,3
T5,4,1,175,17
T6,5,1,189,2
T7,6,0,48,6
T8,7,1,42,3
T9,8,1,21,2
T10,9,1,189,6
[80]
T1,0,1,200,2
T2,1,0,31,3
T3,2,0,57,11
T4,3,1,32,2
T5,4,0,152,16
T6,5,1,32,3
T7,6,0,75,8
T8,7,1,160,3
T9,8,1,180,2
T10,9,1,120,1
[81]
T1,0,1,24,1
T2,1,0,160,4
T3,2,1,30,1
T4,3,0,176,4
T5,4,1,132,6
T6,5,0,174,21
T7,6,0,145,28
T8,7,1,200,8
T9,8,0,34,2
T10,9,0,87,9
[82]
T1,0,1,150,8
T2,1,1,23,2
T3,2,0,200,29
T4,3,0,112,11
T5,4,0,126,4
T6,5,0,24,6
T7,6,0,70,2
T8,7,1,150,6
T9,8,0,21,2
T10,9,0,192,3
[83]
T1,0,0,88,4
T2,1,1,198,11
T3,2,0,180,11
T4,3,1,42,2
T5,4,0,63,2
T6,5,1,200,31
T7,6,0,180,11
T8,7,0,42,1
T9,8,1,34,4
T10,9,1,84,4
[84]
T1,0,1,187,29
T2,1,1,90,2
T3,2,0,20,2
T4,3,1,25,2
T5,4,1,132,11
T6,5,0,40,2
T7,6,1,165,10
T8,7,0,200,3
T9,8,1,153,25
T10,9,1,68,4
[85]
T1,0,1,195,40
T2,1,1,84,1
T3,2,0,175,6
T4,3,0,26,2
T5,4,1,136,4
T6,5,1,30,2
T7,6,0,70,1
T8,7,0,168,10
T9,8,1,200,12
T10,9,0,25,3
[86]
T1,0,1,50,9
T2,1,0,156,9
T3,2,1,68,5
T4,3,0,78,5
T5,4,1,168,13
T6,5,1,20,2
T7,6,1,170,3
T8,7,1,52,1
T9,8,0,200,3
T10,9,0,105,12
[87]
T1,0,1,75,2
T2,1,0,189,14
T3,2,0,200,1
T4,3,0,39,2
T5,4,0,20,9
T6,5,0,100,2
T7,6,1,161,14
T8,7,0,42,1
T9,8,0,90,2
T10,9,0,150,1
[88]
T1,0,0,34,2
T2,1,0,22,2
T3,2,1,27,4
T4,3,1,68,8
T5,4,1,200,27
T6,5,0,176,14
T7,6,0,110,4
T8,7,0,170,8
T9,8,0,68,2
T10,9,0,170,3
[89]
T1,0,1,44,3
T2,1,0,64,6
T3,2,1,84,8
T4,3,0,175,1
T5,4,1,50,3
T6,5,0,170,38
T7,6,1,85,3
T8,7,0,168,2
T9,8,1,35,1
T10,9,1,200,1
[90]
T1,0,1,175,4
T2,1,0,110,2
T3,2,0,176,1
T4,3,0,52,5
T5,4,1,88,5
T6,5,0,44,4
T7,6,1,32,4
T8,7,1,165,3
T9,8,0,200,30
T10,9,0,63,4
[91]
T1,0,1,180,8
T2,1,0,40,2
T3,2,0,120,4
T4,3,0,44,2
T5,4,0,58,2
T6,5,0,116,13
T7,6,0,200,4
T8,7,0,171,11
T9,8,1,50,6
T10,9,1,152,24
[92]
T1,0,0,80,6
T2,1,0,100,17
T3,2,0,165,16
T4,3,0,23,1
T5,4,0,200,7
T6,5,1,150,25
T7,6,0,32,2
T8,7,0,93,4
T9,8,0,48,1
T10,9,1,150,2
[93]
T1,0,1,44,2
T2,1,0,114,13
T3,2,1,200,2
T4,3,1,57,12
T5,4,0,40,2
T6,5,1,190,8
T7,6,0,27,2
T8,7,1,189,1
T9,8,1,100,9
T10,9,1,189,16
[94]
T1,0,0,46,1
T2,1,0,126,9
T3,2,1,105,11
T4,3,0,135,19
T5,4,0,152,6
T6,5,1,40,1
T7,6,0,42,2
T8,7,1,200,20
T9,8,1,150,2
T10,9,1,180,24
[95]
T1,0,1,55,2
T2,1,0,176,5
T3,2,0,46,2
T4,3,1,36,1
T5,4,0,69,13
T6,5,1,88,1
T7,6,0,176,18
T8,7,1,200,26
T9,8,1,30,2
T10,9,1,198,13
[96]
T1,0,1,144,6
T2,1,0,48,2
T3,2,1,84,22
T4,3,1,40,1
T5,4,0,165,2
T6,5,0,72,2
T7,6,1,200,35
T8,7,0,27,3
T9,8,0,176,1
T10,9,0,176,3
[97]
T1,0,0,49,7
T2,1,0,104,11
T3,2,1,50,5
T4,3,0,140,2
T5,4,1,168,6
T6,5,1,150,4
T7,6,0,182,13
T8,7,0,100,5
T9,8,0,20,2
T10,9,0,200,13
[98]
T1,0,0,105,17
T2,1,0,105,7
T3,2,1,165,18
T4,3,1,48,2
T5,4,0,150,4
T6,5,1,96,1
T7,6,0,200,8
T8,7,0,30,6
T9,8,1,22,2
T10,9,0,180,1
[99]
T1,0,0,150,28
T2,1,0,91,2
T3,2,1,64,2
T4,3,1,32,1
T5,4,0,52,2
T6,5,0,175,22
T7,6,1,200,2
T8,7,0,51,2
T9,8,1,140,18
T10,9,1,160,21
[100]
T1,0,1,150,2
T2,1,1,100,9
T3,2,1,168,8
T4,3,1,24,2
T5,4,1,45,1
T6,5,1,136,10
T7,6,0,170,52
T8,7,0,126,1
T9,8,1,44,4
T10,9,1,200,1
[101]
T1,0,1,24,2
T2,1,0,200,11
T3,2,1,196,2
T4,3,1,100,7
T5,4,0,190,2
T6,5,1,175,29
T7,6,1,114,11
T8,7,0,30,1
T9,8,0,49,2
T10,9,1,75,8
[102]
T1,0,0,96,14
T2,1,0,25,2
T3,2,0,132,3
T4,3,0,150,6
T5,4,0,33,2
T6,5,0,26,4
T7,6,1,200,8
T8,7,0,60,2
T9,8,1,154,11
T10,9,1,165,2
[103]
T1,0,1,105,2
T2,1,0,20,2
T3,2,1,68,2
T4,3,1,119,4
T5,4,1,150,23
T6,5,1,28,2
T7,6,1,200,4
T8,7,0,32,5
T9,8,1,170,18
T10,9,0,150,20
[104]
T1,0,0,140,8
T2,1,1,160,6
T3,2,0,140,8
T4,3,1,160,3
T5,4,0,48,1
T6,5,0,120,8
T7,6,1,160,3
T8,7,1,45,2
T9,8,0,200,60
T10,9,1,52,4
[105]
T1,0,0,64,2
T2,1,1,25,2
T3,2,1,150,10
T4,3,0,45,4
T5,4,1,171,2
T6,5,0,200,34
T7,6,1,75,5
T8,7,1,150,1
T9,8,0,42,7
T10,9,1,72,3
[106]
T1,0,1,90,12
T2,1,1,84,3
T3,2,1,25,2
T4,3,0,150,9
T5,4,0,200,17
T6,5,0,21,1
T7,6,0,51,8
T8,7,0,175,14
T9,8,1,152,2
T10,9,1,144,4
[107]
T1,0,0,165,3
T2,1,0,200,7
T3,2,1,148,36
T4,3,0,90,11
T5,4,1,38,2
T6,5,0,90,6
T7,6,0,37,6
T8,7,0,60,2
T9,8,0,198,2
T10,9,0,50,2
[108]
T1,0,1,35,6
T2,1,0,48,2
T3,2,1,25,1
T4,3,0,132,2
T5,4,0,170,26
T6,5,0,170,2
T7,6,1,192,1
T8,7,0,60,2
T9,8,0,96,7
T10,9,0,200,34
[109]
T1,0,0,30,1
T2,1,0,172,1
T3,2,1,200,41
T4,3,0,90,1
T5,4,1,172,21
T6,5,0,36,4
T7,6,0,96,2
T8,7,1,144,2
T9,8,0,180,9
T10,9,0,36,2
[110]
T1,0,1,75,11
T2,1,0,26,2
T3,2,0,195,17
T4,3,1,112,11
T5,4,1,91,2
T6,5,1,26,1
T7,6,1,150,19
T8,7,1,192,18
T9,8,1,23,2
T10,9,0,200,3
[111]
T1,0,0,52,2
T2,1,0,168,2
T3,2,0,35,2
T4,3,1,75,7
T5,4,1,150,11
T6,5,1,21,2
T7,6,0,168,1
T8,7,0,72,9
T9,8,1,145,5
T10,9,1,200,47
[112]
T1,0,0,95,1
T2,1,0,152,6
T3,2,1,52,7
T4,3,0,200,6
T5,4,1,180,6
T6,5,0,22,2
T7,6,1,190,2
T8,7,1,24,3
T9,8,1,99,6
T10,9,1,132,22
[113]
T1,0,0,200,6
T2,1,1,27,5
T3,2,0,52,4
T4,3,0,156,2
T5,4,0,180,5
T6,5,1,80,2
T7,6,0,135,10
T8,7,1,60,1
T9,8,1,26,2
T10,9,1,150,21
[114]
T1,0,1,91,18
T2,1,1,140,13
T3,2,1,170,2
T4,3,0,104,10
T5,4,0,35,2
T6,5,0,168,12
T7,6,0,200,10
T8,7,0,34,2
T9,8,0,156,2
T10,9,0,23,2
[115]
T1,0,0,37,2
T2,1,0,195,26
T3,2,0,26,2
T4,3,0,143,8
T5,4,1,154,1
T6,5,0,24,2
T7,6,0,200,14
T8,7,1,100,20
T9,8,1,168,13
T10,9,0,143,3
[116]
T1,0,1,200,7
T2,1,1,150,22
T3,2,1,48,2
T4,3,1,29,2
T5,4,1,132,1
T6,5,0,176,11
T7,6,0,30,3
T8,7,1,140,20
T9,8,1,150,9
T10,9,1,64,2
[117]
T1,0,0,31,2
T2,1,0,77,8
T3,2,0,154,2
T4,3,0,66,19
T5,4,0,110,2
T6,5,0,182,1
T7,6,0,168,6
T8,7,1,20,2
T9,8,1,200,20
T10,9,1,28,2
[118]
T1,0,1,30,1
T2,1,1,44,3
T3,2,0,200,3
T4,3,1,187,7
T5,4,0,198,27
T6,5,1,33,2
T7,6,0,102,5
T8,7,0,80,8
T9,8,1,68,3
T10,9,1,180,15
[119]
T1,0,1,156,2
T2,1,0,52,2
T3,2,1,150,3
T4,3,0,200,1
T5,4,0,135,8
T6,5,0,22,4
T7,6,0,156,4
T8,7,0,44,1
T9,8,1,135,32
T10,9,1,60,5
[120]
T1,0,0,180,23
T2,1,1,26,2
T3,2,1,30,3
T4,3,0,45,1
T5,4,1,142,9
T6,5,0,150,6
T7,6,0,75,6
T8,7,1,200,6
T9,8,0,180,16
T10,9,1,90,1
[121]
T1,0,1,92,2
T2,1,0,180,1
T3,2,0,200,1
T4,3,0,20,2
T5,4,0,27,3
T6,5,1,92,8
T7,6,0,69,11
T8,7,0,30,1
T9,8,0,180,24
T10,9,1,161,10
[122]
T1,0,1,48,4
T2,1,0,136,2
T3,2,1,200,11
T4,3,1,180,9
T5,4,1,112,15
T6,5,0,68,3
T7,6,1,34,5
T8,7,0,24,2
T9,8,0,150,1
T10,9,1,153,15
[123]
