num_task_per_taskset=9
num_taskset=500
//ID,Priority,Offset,Period,Execution Time
[1]
T4,3,1,130,20
T5,4,1,30,2
T6,5,1,175,7
T7,6,0,104,6
T8,7,1,112,2
T9,8,0,150,15
[13]
T1,0,1,44,1
T2,1,1,150,6
T3,2,1,64,10
T4,3,0,200,13
T5,4,0,57,6
T6,5,0,30,2
T7,6,0,96,1
T8,7,1,64,2
T9,8,1,152,3
[14]
T1,0,1,146,2
T2,1,0,150,3
T3,2,0,42,3
T4,3,1,73,14
T5,4,0,180,18
T6,5,1,24,2
T7,6,1,200,1
T8,7,1,80,4
T9,8,1,144,2
[15]
T1,0,1,126,2
T2,1,1,75,6
T3,2,0,84,18
T4,3,1,159,6
T5,4,0,200,8
T6,5,1,42,2
T7,6,0,24,2
T8,7,0,56,1
T9,8,0,150,4
[16]
T1,0,1,56,5
T2,1,1,200,2
T3,2,1,20,1
T4,3,1,100,2
T5,4,0,102,11
T6,5,0,120,3
T7,6,0,50,2
T8,7,1,187,1
T9,8,1,187,16
[17]
T1,0,0,20,1
T2,1,0,44,2
T3,2,1,190,20
T4,3,0,200,14
T5,4,1,100,7
T6,5,0,180,2
T7,6,0,117,8
T8,7,1,95,6
T9,8,1,72,2
[18]
T1,0,1,29,1
T2,1,0,84,10
T3,2,0,165,7
T4,3,0,154,7
T5,4,0,200,4
T6,5,0,130,1
T7,6,0,77,9
T8,7,1,33,2
T9,8,0,55,3
[19]
T1,0,1,126,2
T2,1,0,30,3
T3,2,0,126,4
T4,3,0,62,1
T5,4,1,175,26
T6,5,0,84,3
T7,6,1,200,8
T8,7,0,155,10
T9,8,0,40,2
[20]
T1,0,1,150,8
T2,1,1,144,5
T3,2,1,44,2
T4,3,1,200,2
T5,4,1,195,56
T6,5,0,78,2
T7,6,0,126,7
T8,7,1,20,2
T9,8,0,108,1
[21]
T1,0,0,70,2
T2,1,0,25,1
T3,2,0,180,33
T4,3,0,200,8
T5,4,1,114,3
T6,5,1,90,2
T7,6,0,41,2
T8,7,0,60,8
T9,8,1,171,2
[22]
T1,0,0,182,2
T2,1,1,130,10
T3,2,0,143,2
T4,3,0,160,15
T5,4,0,112,12
T6,5,0,24,2
T7,6,0,55,2
T8,7,0,22,1
T9,8,0,200,14
[23]
T1,0,0,135,3
T2,1,1,160,8
T3,2,0,35,2
T4,3,1,200,11
T5,4,0,114,2
T6,5,1,171,10
T7,6,1,80,4
T8,7,0,72,11
T9,8,1,25,2
[24]
T1,0,0,99,2
T2,1,0,132,7
T3,2,1,53,1
T4,3,1,105,5
T5,4,0,28,1
T6,5,0,160,6
T7,6,1,80,9
T8,7,1,176,25
T9,8,1,200,1
[25]
T1,0,1,200,2
T2,1,0,56,4
T3,2,0,160,7
T4,3,0,65,2
T5,4,0,192,2
T6,5,0,80,21
T7,6,0,50,2
T8,7,1,120,1
T9,8,0,21,1
[26]
T1,0,1,63,5
T2,1,0,140,3
T3,2,1,120,5
T4,3,1,150,9
T5,4,0,35,1
T6,5,1,64,2
T7,6,1,41,2
T8,7,0,200,26
T9,8,0,162,16
[27]
T1,0,1,140,28
T2,1,1,200,6
T3,2,1,194,26
T4,3,0,120,4
T5,4,0,54,2
T6,5,0,97,1
T7,6,0,194,2
T8,7,0,24,1
T9,8,0,70,2
[28]
T1,0,0,120,5
T2,1,1,120,2
T3,2,1,84,12
T4,3,1,160,2
T5,4,1,150,17
T6,5,1,24,2
T7,6,0,98,12
T8,7,1,200,4
T9,8,1,47,1
[29]
T1,0,0,29,2
T2,1,0,108,2
T3,2,1,200,9
T4,3,0,175,1
T5,4,1,35,1
T6,5,1,66,7
T7,6,0,150,1
T8,7,0,105,10
T9,8,0,112,5
[30]
T1,0,1,200,2
T2,1,1,192,21
T3,2,1,80,2
T4,3,1,24,1
T5,4,1,75,2
T6,5,0,144,1
T7,6,0,80,5
T8,7,1,159,2
T9,8,0,44,7
[31]
T1,0,0,170,3
T2,1,1,25,1
T3,2,0,136,5
T4,3,1,200,25
T5,4,0,68,2
T6,5,1,59,2
T7,6,0,52,3
T8,7,1,80,9
T9,8,0,170,4
[32]
T1,0,0,30,2
T2,1,1,195,18
T3,2,1,120,15
T4,3,0,39,2
T5,4,1,195,11
T6,5,1,120,2
T7,6,1,65,2
T8,7,0,100,1
T9,8,0,200,26
[33]
T1,0,0,200,2
T2,1,0,104,1
T3,2,0,156,21
T4,3,0,37,2
T5,4,0,143,1
T6,5,1,130,2
T7,6,1,165,28
T8,7,0,36,1
T9,8,0,117,11
[34]
T1,0,0,168,9
T2,1,1,108,3
T3,2,0,63,3
T4,3,0,40,1
T5,4,1,135,3
T6,5,0,200,39
T7,6,0,25,2
T8,7,0,161,3
T9,8,1,90,2
[35]
T1,0,0,98,4
T2,1,0,52,2
T3,2,1,200,23
T4,3,0,168,2
T5,4,1,49,2
T6,5,1,190,10
T7,6,1,100,2
T8,7,0,70,11
T9,8,0,76,5
[36]
T1,0,1,150,1
T2,1,1,60,1
T3,2,1,112,4
T4,3,0,100,17
T5,4,1,144,2
T6,5,1,200,13
T7,6,1,42,1
T8,7,0,195,22
T9,8,0,50,2
[37]
T1,0,1,200,2
T2,1,0,126,7
T3,2,1,125,13
T4,3,1,140,12
T5,4,1,198,16
T6,5,1,70,2
T7,6,1,51,2
T8,7,0,21,1
T9,8,0,175,1
[38]
T1,0,1,171,15
T2,1,0,200,33
T3,2,1,57,2
T4,3,1,144,2
T5,4,1,180,2
T6,5,1,39,3
T7,6,1,24,1
T8,7,0,130,5
T9,8,0,60,2
[39]
T1,0,1,180,8
T2,1,0,132,9
T3,2,1,36,2
T4,3,1,66,6
T5,4,0,135,2
T6,5,0,55,10
T7,6,0,200,2
T8,7,0,176,1
T9,8,1,35,2
[40]
T1,0,0,100,3
T2,1,0,112,12
T3,2,0,154,12
T4,3,0,176,6
T5,4,0,22,1
T6,5,1,63,10
T7,6,1,72,2
T8,7,1,200,3
T9,8,0,39,2
[41]
T1,0,1,33,2
T2,1,1,200,5
T3,2,1,84,2
T4,3,0,168,9
T5,4,0,77,1
T6,5,1,126,2
T7,6,0,56,1
T8,7,1,35,1
T9,8,0,150,40
[42]
T1,0,0,182,2
T2,1,1,70,2
T3,2,1,30,1
T4,3,0,52,7
T5,4,0,168,17
T6,5,1,112,10
T7,6,1,117,2
T8,7,1,200,2
T9,8,0,65,4
[43]
T1,0,1,63,1
T2,1,1,63,6
T3,2,0,160,1
T4,3,0,60,1
T5,4,1,200,1
T6,5,0,45,6
T7,6,1,24,2
T8,7,0,88,5
T9,8,1,175,19
[44]
T1,0,0,21,1
T2,1,0,140,3
T3,2,1,126,13
T4,3,0,175,32
T5,4,0,27,2
T6,5,0,80,4
T7,6,0,144,1
T8,7,1,200,1
T9,8,0,175,6
[45]
T1,0,1,168,32
T2,1,0,200,7
T3,2,0,50,4
T4,3,0,60,2
T5,4,1,98,2
T6,5,1,196,7
T7,6,1,147,7
T8,7,1,105,3
T9,8,0,24,2
[46]
T1,0,0,25,2
T2,1,0,42,5
T3,2,1,117,2
T4,3,1,130,27
T5,4,1,195,1
T6,5,1,144,4
T7,6,0,200,18
T8,7,1,126,2
T9,8,1,156,2
[47]
T1,0,1,175,2
T2,1,0,63,2
T3,2,1,40,2
T4,3,1,111,1
T5,4,0,200,2
T6,5,1,90,18
T7,6,1,34,2
T8,7,0,100,3
T9,8,1,185,13
[48]
T1,0,1,126,18
T2,1,1,132,6
T3,2,1,41,2
T4,3,1,120,2
T5,4,1,75,3
T6,5,0,160,8
T7,6,1,200,2
T8,7,1,24,3
T9,8,1,180,4
[49]
T1,0,1,28,2
T2,1,1,84,1
T3,2,1,150,7
T4,3,1,112,29
T5,4,1,200,1
T6,5,1,174,7
T7,6,1,84,2
T8,7,1,63,2
T9,8,0,43,2
[50]
T1,0,0,54,4
T2,1,0,120,6
T3,2,0,64,2
T4,3,0,42,2
T5,4,0,192,2
T6,5,0,120,7
T7,6,0,200,15
T8,7,0,22,2
T9,8,0,192,18
[51]
T1,0,0,112,3
T2,1,1,175,12
T3,2,1,180,3
T4,3,1,39,2
T5,4,0,126,34
T6,5,1,65,2
T7,6,0,105,2
T8,7,0,45,2
T9,8,1,200,12
[52]
T1,0,0,77,11
T2,1,1,112,2
T3,2,1,30,2
T4,3,1,26,2
T5,4,1,66,10
T6,5,1,200,4
T7,6,1,70,3
T8,7,1,160,7
T9,8,0,168,1
[53]
T1,0,1,120,8
T2,1,1,50,2
T3,2,0,78,2
T4,3,1,44,2
T5,4,1,60,1
T6,5,1,175,2
T7,6,1,200,7
T8,7,1,156,19
T9,8,0,55,9
[54]
T1,0,0,43,2
T2,1,1,30,1
T3,2,0,136,2
T4,3,1,125,9
T5,4,0,72,4
T6,5,1,135,10
T7,6,0,200,18
T8,7,1,153,11
T9,8,1,153,3
[55]
T1,0,1,80,4
T2,1,0,200,27
T3,2,1,90,6
T4,3,1,171,6
T5,4,1,31,2
T6,5,0,95,1
T7,6,1,192,21
T8,7,0,114,2
T9,8,0,25,2
[56]
T1,0,0,33,2
T2,1,0,114,11
T3,2,0,154,5
T4,3,1,43,1
T5,4,1,150,8
T6,5,0,132,6
T7,6,0,75,8
T8,7,1,70,4
T9,8,1,200,3
[57]
T1,0,1,48,5
T2,1,1,56,1
T3,2,1,100,2
T4,3,1,180,2
T5,4,1,171,21
T6,5,1,76,2
T7,6,0,200,23
T8,7,1,72,3
T9,8,0,48,2
[58]
T1,0,1,182,2
T2,1,0,195,19
T3,2,0,42,1
T4,3,0,65,1
T5,4,1,200,33
T6,5,1,54,3
T7,6,0,140,2
T8,7,1,56,3
T9,8,0,47,2
[59]
T1,0,0,165,1
T2,1,0,198,22
T3,2,0,200,3
T4,3,1,72,13
T5,4,1,50,3
T6,5,1,144,2
T7,6,1,68,1
T8,7,1,99,4
T9,8,1,37,1
[60]
T1,0,0,165,2
T2,1,1,200,39
T3,2,0,150,10
T4,3,0,100,4
T5,4,1,72,2
T6,5,0,56,2
T7,6,0,135,6
T8,7,1,22,1
T9,8,0,52,2
[61]
T1,0,0,33,2
T2,1,1,120,3
T3,2,1,154,9
T4,3,1,200,10
T5,4,1,70,2
T6,5,1,75,8
T7,6,1,88,6
T8,7,0,192,4
T9,8,0,33,3
[62]
T1,0,0,88,11
T2,1,0,200,9
T3,2,0,150,18
T4,3,0,108,6
T5,4,1,144,4
T6,5,0,180,10
T7,6,1,105,2
T8,7,0,36,2
T9,8,1,25,2
[63]
T1,0,1,21,2
T2,1,0,192,1
T3,2,1,180,4
T4,3,0,200,19
T5,4,1,72,6
T6,5,1,34,1
T7,6,1,128,11
T8,7,1,72,9
T9,8,0,60,2
[64]
T1,0,0,56,3
T2,1,1,168,4
T3,2,0,200,1
T4,3,1,175,4
T5,4,0,126,5
T6,5,1,22,3
T7,6,0,54,2
T8,7,1,41,1
T9,8,1,108,11
[65]
T1,0,1,49,3
T2,1,0,54,2
T3,2,0,200,7
T4,3,0,150,27
T5,4,0,176,5
T6,5,0,100,5
T7,6,0,55,4
T8,7,1,84,2
T9,8,0,112,2
[66]
T1,0,0,105,5
T2,1,1,156,2
T3,2,1,182,19
T4,3,0,200,9
T5,4,1,72,5
T6,5,0,46,6
T7,6,0,70,2
T8,7,0,50,2
T9,8,0,75,1
[67]
T1,0,1,150,9
T2,1,1,80,2
T3,2,1,135,6
T4,3,1,42,11
T5,4,0,132,1
T6,5,1,84,1
T7,6,0,165,1
T8,7,0,200,12
T9,8,1,48,2
[68]
T1,0,0,93,8
T2,1,0,30,2
T3,2,0,120,9
T4,3,0,70,2
T5,4,0,200,1
T6,5,0,72,8
T7,6,1,175,11
T8,7,0,50,1
T9,8,0,186,1
[69]
T1,0,1,96,11
T2,1,0,165,14
T3,2,1,76,5
T4,3,1,25,1
T5,4,1,176,1
T6,5,0,110,3
T7,6,0,24,2
T8,7,0,200,8
T9,8,1,60,3
[70]
T1,0,1,160,8
T2,1,0,90,2
T3,2,1,112,2
T4,3,0,168,11
T5,4,1,66,5
T6,5,1,63,8
T7,6,0,28,1
T8,7,1,200,10
T9,8,0,37,2
[71]
T1,0,1,105,1
T2,1,1,80,8
T3,2,1,200,6
T4,3,1,22,3
T5,4,0,88,12
T6,5,0,176,1
T7,6,1,40,2
T8,7,1,112,1
T9,8,1,198,3
[72]
T1,0,1,200,1
T2,1,0,175,6
T3,2,0,72,2
T4,3,1,130,27
T5,4,0,20,1
T6,5,1,53,2
T7,6,1,144,10
T8,7,0,112,2
T9,8,0,195,11
[73]
T1,0,0,180,5
T2,1,0,50,3
T3,2,0,32,1
T4,3,1,165,1
T5,4,0,200,6
T6,5,0,56,2
T7,6,1,66,1
T8,7,1,132,15
T9,8,1,75,13
[74]
T1,0,1,90,3
T2,1,0,81,6
T3,2,1,70,11
T4,3,0,27,1
T5,4,1,160,2
T6,5,1,200,7
T7,6,1,168,4
T8,7,1,84,2
T9,8,0,48,2
[75]
T1,0,0,126,6
T2,1,0,182,3
T3,2,0,200,17
T4,3,1,78,7
T5,4,0,182,1
T6,5,0,130,2
T7,6,1,32,2
T8,7,0,26,4
T9,8,1,120,5
[76]
T1,0,1,140,3
T2,1,1,37,1
T3,2,0,200,30
T4,3,1,52,1
T5,4,1,175,16
T6,5,0,110,3
T7,6,0,140,4
T8,7,1,105,2
T9,8,0,154,13
[77]
T1,0,1,180,18
T2,1,1,200,5
T3,2,1,55,3
T4,3,0,198,2
T5,4,1,108,13
T6,5,1,112,10
T7,6,0,110,3
T8,7,1,24,2
T9,8,0,40,1
[78]
T1,0,0,102,1
T2,1,0,126,18
T3,2,0,175,3
T4,3,0,51,3
T5,4,0,168,1
T6,5,1,72,1
T7,6,1,200,9
T8,7,1,105,3
T9,8,1,49,5
[79]
T1,0,0,108,2
T2,1,0,130,2
T3,2,1,27,1
T4,3,0,160,19
T5,4,0,130,9
T6,5,0,22,2
T7,6,1,104,3
T8,7,1,200,33
T9,8,1,156,2
[80]
T1,0,0,32,2
T2,1,1,180,12
T3,2,0,60,2
T4,3,0,64,4
T5,4,0,52,2
T6,5,0,156,2
T7,6,0,65,12
T8,7,1,200,2
T9,8,1,120,13
[81]
T1,0,1,104,9
T2,1,1,21,2
T3,2,0,105,2
T4,3,0,51,3
T5,4,0,169,5
T6,5,1,65,11
T7,6,0,156,8
T8,7,0,200,3
T9,8,0,100,3
[82]
T1,0,1,200,2
T2,1,0,38,1
T3,2,0,152,5
T4,3,0,140,4
T5,4,0,100,19
T6,5,0,42,3
T7,6,1,114,2
T8,7,0,57,2
T9,8,0,168,8
[83]
T1,0,1,153,14
T2,1,1,144,5
T3,2,0,104,10
T4,3,0,80,2
T5,4,0,50,3
T6,5,1,90,4
T7,6,0,48,2
T8,7,1,153,2
T9,8,1,200,14
[84]
T1,0,0,182,15
T2,1,1,70,2
T3,2,0,105,17
T4,3,0,126,3
T5,4,1,24,1
T6,5,0,135,5
T7,6,0,200,8
T8,7,1,180,10
T9,8,0,25,2
[85]
T1,0,1,105,4
T2,1,0,200,1
T3,2,0,165,10
T4,3,1,36,4
T5,4,1,52,2
T6,5,1,110,18
T7,6,1,168,3
T8,7,1,55,1
T9,8,1,77,2
[86]
T1,0,1,176,8
T2,1,0,200,2
T3,2,1,99,2
T4,3,0,99,6
T5,4,0,60,2
T6,5,0,40,7
T7,6,1,120,1
T8,7,1,150,18
T9,8,0,37,2
[87]
T1,0,1,200,9
T2,1,0,44,2
T3,2,0,150,4
T4,3,0,96,6
T5,4,1,80,6
T6,5,1,160,11
T7,6,1,42,4
T8,7,0,66,2
T9,8,1,143,7
[88]
T1,0,1,189,1
T2,1,0,189,2
T3,2,0,120,4
T4,3,0,200,43
T5,4,0,144,8
T6,5,0,70,2
T7,6,1,52,3
T8,7,1,48,1
T9,8,1,130,7
[89]
T1,0,0,200,26
T2,1,0,156,9
T3,2,0,60,2
T4,3,1,105,6
T5,4,0,35,3
T6,5,1,182,4
T7,6,1,100,6
T8,7,0,96,5
T9,8,1,27,2
[90]
T1,0,1,175,6
T2,1,0,78,1
T3,2,1,75,6
T4,3,1,30,2
T5,4,0,51,1
T6,5,1,192,14
T7,6,1,112,17
T8,7,0,56,4
T9,8,0,200,3
[91]
T1,0,0,32,3
T2,1,1,200,8
T3,2,0,80,2
T4,3,0,128,4
T5,4,0,156,2
T6,5,1,91,7
T7,6,1,80,5
T8,7,1,192,6
T9,8,0,44,4
[92]
T1,0,1,20,2
T2,1,0,170,5
T3,2,1,105,2
T4,3,1,125,17
T5,4,0,105,12
T6,5,1,170,6
T7,6,0,102,2
T8,7,1,200,12
T9,8,0,30,2
[93]
T1,0,0,100,14
T2,1,0,105,1
T3,2,1,35,2
T4,3,1,75,2
T5,4,0,44,2
T6,5,0,200,2
T7,6,1,175,20
T8,7,0,192,32
T9,8,1,112,2
[94]
T1,0,0,50,1
T2,1,0,130,2
T3,2,0,40,5
T4,3,0,130,12
T5,4,1,85,2
T6,5,0,200,11
T7,6,1,168,2
T8,7,0,168,11
T9,8,0,60,3
[95]
T1,0,1,135,7
T2,1,0,35,2
T3,2,0,189,7
T4,3,1,135,7
T5,4,1,105,10
T6,5,0,162,18
T7,6,1,96,2
T8,7,0,200,1
T9,8,1,22,2
[96]
T1,0,0,200,17
T2,1,0,40,4
T3,2,0,65,2
T4,3,1,56,7
T5,4,1,192,11
T6,5,1,70,1
T7,6,0,20,2
T8,7,0,195,2
T9,8,0,70,3
[97]
T1,0,0,180,12
T2,1,0,84,5
T3,2,0,56,2
T4,3,0,154,6
T5,4,1,84,4
T6,5,1,22,1
T7,6,0,200,4
T8,7,0,27,2
T9,8,1,140,21
[98]
T1,0,0,20,2
T2,1,0,200,2
T3,2,0,100,12
T4,3,0,56,2
T5,4,0,77,2
T6,5,1,150,12
T7,6,1,165,5
T8,7,1,54,2
T9,8,1,72,2
[99]
T1,0,1,189,4
T2,1,1,81,5
T3,2,0,150,5
T4,3,0,20,2
T5,4,0,125,2
T6,5,1,125,9
T7,6,0,56,8
T8,7,1,200,21
T9,8,1,41,1
[100]
T1,0,0,126,14
T2,1,1,63,2
T3,2,1,96,9
T4,3,1,196,14
T5,4,0,42,2
T6,5,1,112,4
T7,6,0,200,4
T8,7,1,150,5
T9,8,0,35,2
[101]
T1,0,1,200,19
T2,1,0,114,1
T3,2,0,168,3
T4,3,1,72,6
T5,4,0,84,5
T6,5,1,175,1
T7,6,1,84,2
T8,7,0,25,2
T9,8,1,37,2
[102]
T1,0,1,26,3
T2,1,0,117,4
T3,2,1,130,2
T4,3,1,63,8
T5,4,1,46,3
T6,5,0,180,9
T7,6,0,168,6
T8,7,0,80,2
T9,8,0,200,1
[103]
T1,0,1,154,7
T2,1,1,126,15
T3,2,1,154,14
T4,3,0,99,2
T5,4,0,105,8
T6,5,1,200,3
T7,6,0,144,5
T8,7,0,38,1
T9,8,1,21,1
[104]
T1,0,1,63,6
T2,1,0,39,2
T3,2,1,200,5
T4,3,0,70,4
T5,4,0,140,1
T6,5,0,196,4
T7,6,1,120,4
T8,7,0,154,15
T9,8,1,40,1
[105]
T1,0,0,112,1
T2,1,0,168,14
T3,2,1,135,3
T4,3,0,176,16
T5,4,0,100,3
T6,5,0,43,1
T7,6,0,140,7
T8,7,1,200,23
T9,8,1,22,2
[106]
T1,0,0,105,4
T2,1,1,46,2
T3,2,0,56,1
T4,3,1,40,4
T5,4,0,93,1
T6,5,0,200,15
T7,6,0,175,11
T8,7,0,186,7
T9,8,0,112,11
[107]
T1,0,1,200,12
T2,1,0,90,6
T3,2,1,150,5
T4,3,1,22,2
T5,4,1,156,8
T6,5,1,56,3
T7,6,1,70,6
T8,7,0,117,2
T9,8,0,35,3
[108]
T1,0,1,171,9
T2,1,1,200,2
T3,2,1,84,2
T4,3,0,31,2
T5,4,0,114,19
T6,5,0,180,40
T7,6,0,42,2
T8,7,1,90,1
T9,8,1,144,2
[109]
T1,0,0,72,4
T2,1,0,200,1
T3,2,1,75,2
T4,3,0,184,5
T5,4,1,25,4
T6,5,1,81,6
T7,6,0,184,3
T8,7,1,81,2
T9,8,0,23,2
[110]
T1,0,1,120,2
T2,1,0,200,5
T3,2,0,77,1
T4,3,0,38,4
T5,4,0,154,22
T6,5,1,43,2
T7,6,1,100,4
T8,7,1,66,2
T9,8,0,175,15
[111]
T1,0,0,112,8
T2,1,0,84,6
T3,2,1,72,1
T4,3,1,27,2
T5,4,0,32,2
T6,5,1,105,20
T7,6,0,200,7
T8,7,0,189,3
T9,8,0,147,6
[112]
T1,0,0,132,2
T2,1,0,96,5
T3,2,0,175,9
T4,3,0,200,13
T5,4,0,175,7
T6,5,1,36,2
T7,6,0,66,7
T8,7,1,36,2
T9,8,0,55,4
[113]
T1,0,0,90,3
T2,1,1,153,7
T3,2,0,65,7
T4,3,0,52,2
T5,4,0,153,5
T6,5,1,200,2
T7,6,1,80,1
T8,7,1,72,10
T9,8,1,24,2
[114]
T1,0,1,150,2
T2,1,0,190,2
T3,2,1,200,19
T4,3,0,44,2
T5,4,0,31,2
T6,5,0,77,5
T7,6,1,56,1
T8,7,0,70,4
T9,8,1,56,3
[115]
T1,0,0,119,6
T2,1,1,119,2
T3,2,0,200,9
T4,3,1,27,2
T5,4,0,63,3
T6,5,1,70,5
T7,6,0,180,35
T8,7,0,150,7
T9,8,0,35,2
[116]
T1,0,1,40,4
T2,1,1,200,6
T3,2,1,185,23
T4,3,1,175,17
T5,4,1,42,2
T6,5,0,120,1
T7,6,0,100,2
T8,7,1,140,13
T9,8,0,90,2
[117]
T1,0,1,90,2
T2,1,0,75,12
T3,2,1,150,9
T4,3,0,54,1
T5,4,0,39,2
T6,5,1,25,2
T7,6,0,200,11
T8,7,0,189,10
T9,8,0,72,1
[118]
T1,0,0,200,8
T2,1,1,22,2
T3,2,1,20,2
T4,3,1,152,6
T5,4,0,76,2
T6,5,1,57,2
T7,6,0,152,18
T8,7,0,55,5
T9,8,0,56,1
[119]
T1,0,0,52,2
T2,1,0,66,4
T3,2,0,22,2
T4,3,0,54,1
T5,4,0,132,15
T6,5,0,99,1
T7,6,0,162,9
T8,7,1,165,15
T9,8,1,200,14
[120]
T1,0,1,200,4
T2,1,1,112,7
T3,2,1,36,2
T4,3,0,150,25
T5,4,0,119,5
T6,5,0,120,19
T7,6,0,170,2
T8,7,1,68,2
T9,8,1,45,1
[121]
T1,0,1,200,20
T2,1,0,72,10
T3,2,1,168,1
T4,3,1,45,1
T5,4,1,136,2
T6,5,0,45,1
T7,6,0,189,5
T8,7,1,126,15
T9,8,0,56,2
[122]
T1,0,0,21,3
T2,1,1,150,1
T3,2,0,70,7
T4,3,1,21,2
T5,4,0,84,1
T6,5,1,96,5
T7,6,0,168,13
T8,7,0,98,6
T9,8,1,200,3
[123]
T1,0,1,38,2
T2,1,0,88,2
T3,2,0,90,5
T4,3,1,165,3
T5,4,1,165,17
T6,5,0,37,1
T7,6,1,80,1
T8,7,0,200,1
T9,8,1,99,16
[124]
T1,0,1,110,5
T2,1,1,123,6
T3,2,1,120,7
T4,3,0,37,1
T5,4,0,198,27
T6,5,0,200,3
T7,6,0,132,11
T8,7,1,41,2
T9,8,1,150,6
[125]
T1,0,1,78,2
T2,1,1,54,2
T3,2,1,34,2
T4,3,1,130,9
T5,4,1,65,1
T6,5,0,182,12
T7,6,0,200,1
T8,7,1,180,25
T9,8,0,63,3
[126]
T1,0,1,195,1
T2,1,0,52,4
T3,2,0,39,2
T4,3,0,96,2
T5,4,0,156,2
T6,5,0,72,2
T7,6,0,200,22
T8,7,0,72,14
T9,8,1,65,2
[127]
T1,0,1,80,2
T2,1,1,198,10
T3,2,1,92,6
T4,3,1,88,4
T5,4,1,200,6
T6,5,1,150,5
T7,6,1,40,4
T8,7,0,60,2
T9,8,0,44,5
[128]
T1,0,0,54,2
T2,1,1,99,17
T3,2,0,110,10
T4,3,0,156,7
T5,4,1,200,8
T6,5,1,130,1
T7,6,0,23,2
T8,7,1,156,6
T9,8,1,25,2
[129]
T1,0,1,200,15
T2,1,0,49,2
T3,2,0,160,19
T4,3,1,80,5
T5,4,0,154,2
T6,5,0,110,2
T7,6,0,29,2
T8,7,1,100,5
T9,8,1,88,6
[130]
T1,0,1,75,4
T2,1,0,54,2
T3,2,1,80,2
T4,3,0,100,4
T5,4,0,200,17
T6,5,0,96,5
T7,6,1,180,12
T8,7,0,32,3
T9,8,1,148,9
[131]
T1,0,0,100,7
T2,1,0,57,8
T3,2,1,84,1
T4,3,1,168,2
T5,4,1,200,28
T6,5,0,150,1
T7,6,1,108,3
T8,7,1,25,1
T9,8,0,25,2
[132]
T1,0,0,150,1
T2,1,0,200,25
T3,2,1,164,16
T4,3,0,99,6
T5,4,1,44,5
T6,5,0,60,2
T7,6,1,32,2
T8,7,1,60,2
T9,8,0,72,1
[133]
T1,0,1,80,5
T2,1,0,190,2
T3,2,0,50,6
T4,3,1,176,11
T5,4,0,66,2
T6,5,0,95,1
T7,6,0,30,1
T8,7,1,144,14
T9,8,1,200,7
[134]
T1,0,1,200,5
T2,1,1,195,2
T3,2,0,41,9
T4,3,1,40,1
T5,4,0,57,2
T6,5,0,65,1
T7,6,0,152,5
T8,7,0,144,1
T9,8,0,114,12
[135]
T1,0,0,154,4
T2,1,1,54,5
T3,2,1,30,1
T4,3,1,48,4
T5,4,1,200,4
T6,5,0,135,5
T7,6,0,99,2
T8,7,0,135,2
T9,8,0,180,26
[136]
