num_task_per_taskset=9
num_taskset=500
//ID,Priority,Offset,Period,Execution Time
[1]
T4,3,0,90,1
T5,4,0,200,8
T6,5,0,75,5
T7,6,1,56,4
T8,7,0,112,1
T9,8,0,174,16
[20]
T1,0,0,80,7
T2,1,1,51,2
T3,2,1,175,5
T4,3,1,105,3
T5,4,1,125,7
T6,5,0,200,8
T7,6,1,133,4
T8,7,0,175,43
T9,8,1,21,2
[21]
T1,0,1,200,83
T2,1,1,84,2
T3,2,0,81,1
T4,3,1,192,14
T5,4,0,175,2
T6,5,1,39,2
T7,6,1,27,2
T8,7,1,72,1
T9,8,0,72,1
[22]
T1,0,1,200,1
T2,1,1,39,3
T3,2,0,165,5
T4,3,0,20,1
T5,4,0,150,4
T6,5,0,138,2
T7,6,0,90,2
T8,7,1,60,13
T9,8,1,99,10
[23]
T1,0,1,175,1
T2,1,1,140,1
T3,2,1,70,3
T4,3,0,56,2
T5,4,1,200,9
T6,5,1,125,26
T7,6,0,174,3
T8,7,0,24,1
T9,8,0,39,6
[24]
T1,0,1,171,15
T2,1,0,24,2
T3,2,0,32,2
T4,3,1,105,4
T5,4,0,80,2
T6,5,1,200,8
T7,6,1,95,4
T8,7,1,100,20
T9,8,0,180,6
[25]
T1,0,0,168,19
T2,1,1,105,18
T3,2,0,200,29
T4,3,1,29,1
T5,4,0,77,2
T6,5,1,112,1
T7,6,0,45,1
T8,7,1,165,1
T9,8,1,99,2
[26]
T1,0,0,180,2
T2,1,0,180,22
T3,2,1,78,2
T4,3,0,126,4
T5,4,1,91,10
T6,5,1,28,4
T7,6,1,21,2
T8,7,0,200,3
T9,8,0,84,8
[27]
T1,0,1,185,1
T2,1,1,38,2
T3,2,0,150,5
T4,3,0,75,24
T5,4,1,200,13
T6,5,1,43,4
T7,6,0,129,4
T8,7,1,74,2
T9,8,0,86,2
[28]
T1,0,0,26,1
T2,1,1,132,3
T3,2,0,154,1
T4,3,1,63,6
T5,4,0,200,2
T6,5,1,50,2
T7,6,1,180,38
T8,7,0,108,12
T9,8,0,110,7
[29]
T1,0,1,153,15
T2,1,0,130,17
T3,2,0,65,7
T4,3,1,156,7
T5,4,0,78,3
T6,5,1,90,2
T7,6,1,30,1
T8,7,0,200,6
T9,8,0,53,2
[30]
T1,0,1,112,2
T2,1,1,162,3
T3,2,0,175,12
T4,3,0,100,2
T5,4,1,200,16
T6,5,1,28,2
T7,6,1,42,4
T8,7,0,84,2
T9,8,1,70,17
[31]
T1,0,0,110,2
T2,1,1,198,15
T3,2,0,144,1
T4,3,1,99,1
T5,4,0,27,1
T6,5,1,200,29
T7,6,1,81,2
T8,7,1,160,22
T9,8,1,20,2
[32]
T1,0,0,120,2
T2,1,1,30,2
T3,2,0,171,1
T4,3,1,120,22
T5,4,1,40,1
T6,5,1,168,36
T7,6,1,80,3
T8,7,0,84,3
T9,8,0,200,7
[33]
T1,0,1,200,40
T2,1,0,96,4
T3,2,0,52,7
T4,3,1,60,2
T5,4,0,192,7
T6,5,0,78,1
T7,6,1,33,4
T8,7,1,120,2
T9,8,0,150,1
[34]
T1,0,0,24,2
T2,1,0,150,2
T3,2,0,138,8
T4,3,1,190,3
T5,4,1,200,11
T6,5,0,38,5
T7,6,1,92,1
T8,7,1,138,3
T9,8,0,115,29
[35]
T1,0,1,88,3
T2,1,1,45,3
T3,2,1,175,7
T4,3,0,110,1
T5,4,0,80,18
T6,5,0,23,2
T7,6,1,115,2
T8,7,1,200,10
T9,8,0,184,19
[36]
T1,0,1,195,19
T2,1,1,150,2
T3,2,0,33,3
T4,3,0,91,5
T5,4,0,200,9
T6,5,1,60,3
T7,6,1,108,1
T8,7,0,27,4
T9,8,1,104,5
[37]
T1,0,1,104,33
T2,1,1,200,2
T3,2,1,104,2
T4,3,1,23,2
T5,4,1,72,6
T6,5,0,195,7
T7,6,0,65,1
T8,7,0,150,7
T9,8,0,20,2
[38]
T1,0,1,189,3
T2,1,1,175,1
T3,2,1,77,7
T4,3,0,28,3
T5,4,1,112,12
T6,5,0,200,14
T7,6,1,75,1
T8,7,0,126,12
T9,8,0,50,2
[39]
T1,0,0,160,3
T2,1,0,189,11
T3,2,0,200,12
T4,3,1,126,12
T5,4,1,64,5
T6,5,0,54,2
T7,6,1,144,5
T8,7,1,29,6
T9,8,0,20,2
[40]
T1,0,0,200,3
T2,1,1,160,23
T3,2,1,126,2
T4,3,0,42,5
T5,4,1,180,41
T6,5,1,126,2
T7,6,1,140,7
T8,7,0,54,2
T9,8,0,117,2
[41]
T1,0,1,34,2
T2,1,1,150,3
T3,2,0,152,2
T4,3,1,60,5
T5,4,0,200,68
T6,5,1,57,1
T7,6,1,20,2
T8,7,1,111,1
T9,8,1,74,1
[42]
T1,0,0,165,8
T2,1,1,108,2
T3,2,1,33,6
T4,3,0,165,12
T5,4,0,108,8
T6,5,1,30,3
T7,6,0,200,2
T8,7,1,104,2
T9,8,0,60,3
[43]
T1,0,1,144,6
T2,1,1,144,3
T3,2,0,125,22
T4,3,1,50,6
T5,4,0,200,2
T6,5,0,162,6
T7,6,0,162,13
T8,7,1,41,3
T9,8,0,144,1
[44]
T1,0,1,36,2
T2,1,1,112,1
T3,2,1,168,13
T4,3,0,200,9
T5,4,1,49,5
T6,5,1,98,8
T7,6,0,60,10
T8,7,0,125,1
T9,8,0,196,14
[45]
T1,0,1,200,25
T2,1,0,140,11
T3,2,1,150,2
T4,3,0,154,2
T5,4,1,26,2
T6,5,0,120,9
T7,6,1,102,15
T8,7,0,77,8
T9,8,0,42,2
[46]
T1,0,0,154,16
T2,1,1,63,2
T3,2,0,200,7
T4,3,1,24,3
T5,4,0,140,2
T6,5,0,54,1
T7,6,0,110,2
T8,7,1,175,7
T9,8,0,108,25
[47]
T1,0,1,60,3
T2,1,1,180,2
T3,2,0,200,17
T4,3,0,55,1
T5,4,1,53,4
T6,5,0,176,6
T7,6,0,56,12
T8,7,1,144,3
T9,8,1,48,2
[48]
T1,0,0,45,6
T2,1,1,170,7
T3,2,1,78,5
T4,3,0,25,1
T5,4,1,78,12
T6,5,0,200,5
T7,6,0,90,2
T8,7,1,153,2
T9,8,0,117,8
[49]
T1,0,1,42,3
T2,1,1,32,1
T3,2,0,200,24
T4,3,1,175,3
T5,4,0,63,2
T6,5,0,96,16
T7,6,1,70,6
T8,7,1,196,3
T9,8,1,64,1
[50]
T1,0,0,120,13
T2,1,1,55,5
T3,2,1,200,2
T4,3,1,51,3
T5,4,0,40,7
T6,5,1,72,2
T7,6,0,111,4
T8,7,1,198,8
T9,8,1,180,7
[51]
T1,0,0,56,1
T2,1,1,23,3
T3,2,0,51,5
T4,3,0,189,1
T5,4,0,175,9
T6,5,1,200,2
T7,6,1,102,5
T8,7,1,108,14
T9,8,0,102,3
[52]
T1,0,0,60,3
T2,1,1,165,3
T3,2,1,140,7
T4,3,0,200,32
T5,4,1,192,2
T6,5,1,80,2
T7,6,0,120,9
T8,7,0,32,5
T9,8,0,40,1
[53]
T1,0,1,100,7
T2,1,1,170,1
T3,2,0,136,5
T4,3,0,43,2
T5,4,0,30,1
T6,5,1,117,2
T7,6,1,100,3
T8,7,1,200,55
T9,8,1,170,17
[54]
T1,0,0,171,22
T2,1,0,160,4
T3,2,1,200,25
T4,3,0,140,10
T5,4,1,90,3
T6,5,1,96,7
T7,6,1,63,2
T8,7,0,28,2
T9,8,0,36,3
[55]
T1,0,1,36,2
T2,1,0,31,2
T3,2,1,180,12
T4,3,1,200,8
T5,4,0,110,6
T6,5,1,170,25
T7,6,1,85,6
T8,7,0,68,5
T9,8,1,99,2
[56]
T1,0,1,24,2
T2,1,1,165,40
T3,2,1,60,1
T4,3,1,200,1
T5,4,1,30,2
T6,5,0,100,1
T7,6,0,114,5
T8,7,1,154,2
T9,8,1,120,17
[57]
T1,0,1,110,14
T2,1,1,25,2
T3,2,1,200,13
T4,3,1,75,3
T5,4,0,198,1
T6,5,0,69,1
T7,6,0,69,4
T8,7,1,198,20
T9,8,1,20,1
[58]
T1,0,1,144,18
T2,1,1,110,10
T3,2,0,132,2
T4,3,0,21,2
T5,4,1,22,2
T6,5,1,57,3
T7,6,0,171,9
T8,7,1,200,12
T9,8,0,150,12
[59]
T1,0,1,45,2
T2,1,0,196,1
T3,2,0,200,23
T4,3,0,165,18
T5,4,0,105,7
T6,5,0,147,13
T7,6,0,39,2
T8,7,1,56,2
T9,8,0,126,17
[60]
T1,0,1,200,3
T2,1,0,133,2
T3,2,1,120,2
T4,3,0,29,2
T5,4,1,175,31
T6,5,1,126,1
T7,6,1,56,5
T8,7,0,38,3
T9,8,0,150,14
[61]
T1,0,0,78,7
T2,1,0,91,2
T3,2,1,200,2
T4,3,1,22,4
T5,4,0,154,6
T6,5,0,60,3
T7,6,1,88,11
T8,7,0,40,2
T9,8,1,168,7
[62]
T1,0,0,65,1
T2,1,0,156,1
T3,2,1,35,2
T4,3,0,75,3
T5,4,1,200,1
T6,5,0,85,16
T7,6,1,25,1
T8,7,0,150,21
T9,8,1,140,8
[63]
T1,0,0,200,5
T2,1,1,100,5
T3,2,0,168,13
T4,3,1,112,5
T5,4,0,100,6
T6,5,1,52,4
T7,6,1,70,15
T8,7,0,195,1
T9,8,0,28,2
[64]
T1,0,1,64,8
T2,1,0,156,15
T3,2,0,51,2
T4,3,0,108,2
T5,4,1,156,12
T6,5,0,72,1
T7,6,1,200,5
T8,7,1,100,18
T9,8,1,50,2
[65]
T1,0,0,150,5
T2,1,0,72,10
T3,2,0,48,2
T4,3,0,26,2
T5,4,0,78,4
T6,5,0,160,9
T7,6,0,126,2
T8,7,1,200,1
T9,8,1,100,21
[66]
T1,0,0,72,8
T2,1,0,140,4
T3,2,1,40,2
T4,3,0,112,3
T5,4,0,28,2
T6,5,0,150,2
T7,6,0,171,50
T8,7,1,200,10
T9,8,0,95,2
[67]
T1,0,1,125,2
T2,1,1,183,35
T3,2,0,200,5
T4,3,1,120,13
T5,4,1,75,3
T6,5,0,25,2
T7,6,0,72,2
T8,7,0,20,1
T9,8,1,183,9
[68]
T1,0,0,96,1
T2,1,1,125,7
T3,2,1,160,2
T4,3,0,100,2
T5,4,1,200,1
T6,5,1,48,2
T7,6,1,66,6
T8,7,0,168,18
T9,8,1,54,14
[69]
T1,0,0,120,6
T2,1,1,35,8
T3,2,0,70,2
T4,3,1,68,2
T5,4,0,22,1
T6,5,0,85,9
T7,6,1,195,5
T8,7,0,175,8
T9,8,0,200,6
[70]
T1,0,0,140,24
T2,1,1,75,1
T3,2,1,88,2
T4,3,1,200,24
T5,4,1,20,2
T6,5,1,39,4
T7,6,1,170,1
T8,7,0,187,21
T9,8,1,77,2
[71]
T1,0,0,75,2
T2,1,0,121,2
T3,2,0,54,3
T4,3,0,150,2
T5,4,1,200,40
T6,5,0,90,4
T7,6,0,38,3
T8,7,1,198,22
T9,8,1,55,2
[72]
T1,0,0,110,7
T2,1,1,74,5
T3,2,1,185,2
T4,3,1,200,17
T5,4,0,165,2
T6,5,1,49,5
T7,6,0,74,4
T8,7,1,50,2
T9,8,0,110,15
[73]
T1,0,0,198,2
T2,1,1,48,7
T3,2,0,168,1
T4,3,0,66,2
T5,4,1,120,2
T6,5,0,200,13
T7,6,0,88,11
T8,7,1,120,2
T9,8,0,52,10
[74]
T1,0,1,47,2
T2,1,1,80,1
T3,2,1,80,2
T4,3,1,200,83
T5,4,0,192,10
T6,5,0,122,2
T7,6,1,183,2
T8,7,0,24,2
T9,8,0,122,3
[75]
T1,0,1,189,7
T2,1,0,168,3
T3,2,1,120,1
T4,3,1,75,20
T5,4,1,128,2
T6,5,0,80,1
T7,6,1,200,16
T8,7,0,35,2
T9,8,0,32,2
[76]
T1,0,0,96,6
T2,1,0,130,13
T3,2,1,192,2
T4,3,1,65,1
T5,4,1,30,4
T6,5,1,150,8
T7,6,1,22,2
T8,7,0,200,12
T9,8,1,110,12
[77]
T1,0,0,200,6
T2,1,0,36,2
T3,2,1,160,3
T4,3,0,45,2
T5,4,0,140,21
T6,5,1,112,10
T7,6,1,75,2
T8,7,0,96,10
T9,8,0,175,17
[78]
T1,0,1,150,2
T2,1,1,24,2
T3,2,1,120,2
T4,3,1,156,11
T5,4,0,63,14
T6,5,0,23,2
T7,6,0,200,17
T8,7,0,126,12
T9,8,1,78,5
[79]
T1,0,1,150,27
T2,1,1,133,13
T3,2,1,114,6
T4,3,1,190,2
T5,4,1,110,3
T6,5,0,200,26
T7,6,1,84,1
T8,7,0,39,2
T9,8,1,42,2
[80]
T1,0,0,161,16
T2,1,0,120,25
T3,2,0,200,1
T4,3,1,125,9
T5,4,0,84,2
T6,5,1,24,2
T7,6,0,84,9
T8,7,0,47,1
T9,8,1,175,4
[81]
T1,0,0,175,1
T2,1,0,140,2
T3,2,0,182,4
T4,3,0,34,2
T5,4,1,143,6
T6,5,0,200,2
T7,6,0,33,2
T8,7,1,84,23
T9,8,0,75,4
[82]
T1,0,0,28,2
T2,1,0,20,1
T3,2,1,200,18
T4,3,0,180,24
T5,4,1,150,6
T6,5,1,119,11
T7,6,1,105,5
T8,7,1,60,3
T9,8,0,54,1
[83]
T1,0,1,112,8
T2,1,0,104,1
T3,2,0,195,10
T4,3,1,50,2
T5,4,0,90,4
T6,5,0,180,41
T7,6,0,126,8
T8,7,0,200,10
T9,8,0,23,1
[84]
T1,0,0,47,2
T2,1,1,63,2
T3,2,0,200,15
T4,3,0,174,36
T5,4,1,112,12
T6,5,1,180,2
T7,6,1,56,2
T8,7,1,21,2
T9,8,0,144,1
[85]
T1,0,0,156,23
T2,1,0,60,5
T3,2,0,36,2
T4,3,0,27,2
T5,4,0,117,2
T6,5,0,200,15
T7,6,0,150,1
T8,7,0,60,1
T9,8,0,105,14
[86]
T1,0,0,153,6
T2,1,1,136,42
T3,2,1,51,2
T4,3,1,200,8
T5,4,0,34,1
T6,5,0,56,1
T7,6,1,120,2
T8,7,0,153,13
T9,8,0,108,2
[87]
T1,0,0,117,7
T2,1,0,72,4
T3,2,0,176,17
T4,3,1,45,3
T5,4,1,165,20
T6,5,0,35,1
T7,6,0,144,4
T8,7,0,200,2
T9,8,0,132,10
[88]
T1,0,0,200,1
T2,1,0,126,1
T3,2,1,140,8
T4,3,1,175,7
T5,4,1,20,2
T6,5,0,54,4
T7,6,1,160,23
T8,7,0,135,6
T9,8,1,20,2
[89]
T1,0,0,32,1
T2,1,1,80,10
T3,2,0,198,1
T4,3,0,160,3
T5,4,1,112,10
T6,5,1,132,2
T7,6,1,200,36
T8,7,1,100,7
T9,8,0,26,2
[90]
T1,0,0,198,5
T2,1,0,198,4
T3,2,1,99,7
T4,3,0,99,5
T5,4,0,45,3
T6,5,1,98,3
T7,6,1,200,31
T8,7,1,30,3
T9,8,1,126,3
[91]
T1,0,0,91,2
T2,1,0,160,27
T3,2,1,47,2
T4,3,1,196,2
T5,4,0,80,12
T6,5,1,91,10
T7,6,0,200,2
T8,7,1,130,5
T9,8,1,35,1
[92]
T1,0,1,44,1
T2,1,1,124,2
T3,2,1,43,2
T4,3,1,186,34
T5,4,1,90,2
T6,5,0,75,6
T7,6,1,66,4
T8,7,0,200,21
T9,8,0,180,4
[93]
T1,0,1,200,22
T2,1,0,60,1
T3,2,1,25,1
T4,3,0,111,1
T5,4,1,43,6
T6,5,0,126,2
T7,6,1,90,16
T8,7,0,148,2
T9,8,0,150,7
[94]
T1,0,1,22,2
T2,1,1,70,1
T3,2,1,132,4
T4,3,0,168,19
T5,4,1,200,4
T6,5,0,126,2
T7,6,1,196,6
T8,7,0,132,9
T9,8,1,20,3
[95]
T1,0,1,54,4
T2,1,0,140,2
T3,2,1,200,16
T4,3,1,195,3
T5,4,1,140,11
T6,5,1,28,1
T7,6,1,100,4
T8,7,1,182,14
T9,8,1,30,4
[96]
T1,0,0,72,9
T2,1,1,68,2
T3,2,1,50,5
T4,3,1,136,14
T5,4,0,44,2
T6,5,1,144,5
T7,6,0,187,10
T8,7,0,170,20
T9,8,0,200,2
[97]
T1,0,1,78,4
T2,1,1,78,5
T3,2,1,200,2
T4,3,1,88,15
T5,4,1,100,13
T6,5,0,27,2
T7,6,1,180,14
T8,7,0,48,1
T9,8,1,156,4
[98]
T1,0,1,150,17
T2,1,1,39,1
T3,2,1,28,4
T4,3,1,192,12
T5,4,0,75,4
T6,5,0,200,2
T7,6,0,130,2
T8,7,1,112,3
T9,8,1,70,7
[99]
T1,0,1,200,9
T2,1,0,80,6
T3,2,0,105,2
T4,3,1,176,22
T5,4,1,63,9
T6,5,1,28,2
T7,6,1,36,1
T8,7,0,150,10
T9,8,0,56,2
[100]
T1,0,0,112,4
T2,1,0,156,6
T3,2,0,25,2
T4,3,0,105,10
T5,4,0,189,1
T6,5,0,63,9
T7,6,0,200,20
T8,7,0,104,2
T9,8,0,40,6
[101]
T1,0,0,60,2
T2,1,0,126,19
T3,2,0,200,2
T4,3,1,108,8
T5,4,1,24,1
T6,5,1,140,7
T7,6,1,189,3
T8,7,1,41,1
T9,8,1,170,34
[102]
T1,0,0,176,19
T2,1,0,30,2
T3,2,1,84,7
T4,3,1,20,1
T5,4,0,105,4
T6,5,0,140,11
T7,6,1,175,8
T8,7,1,200,1
T9,8,0,144,13
[103]
T1,0,0,130,4
T2,1,0,200,32
T3,2,0,26,2
T4,3,1,154,12
T5,4,0,33,2
T6,5,1,150,19
T7,6,1,65,2
T8,7,0,60,1
T9,8,0,66,6
[104]
T1,0,0,88,9
T2,1,0,26,1
T3,2,0,150,5
T4,3,1,66,3
T5,4,1,200,25
T6,5,0,47,4
T7,6,1,117,2
T8,7,1,198,14
T9,8,0,88,2
[105]
T1,0,0,187,2
T2,1,0,33,2
T3,2,1,170,22
T4,3,1,99,10
T5,4,0,102,1
T6,5,1,35,3
T7,6,1,75,8
T8,7,0,132,7
T9,8,0,200,8
[106]
T1,0,0,154,9
T2,1,0,84,12
T3,2,0,200,16
T4,3,0,66,4
T5,4,0,165,1
T6,5,1,49,2
T7,6,1,112,9
T8,7,1,44,3
T9,8,1,125,1
[107]
T1,0,1,31,9
T2,1,0,114,2
T3,2,1,140,2
T4,3,0,35,2
T5,4,1,120,3
T6,5,1,189,27
T7,6,0,175,8
T8,7,1,200,2
T9,8,1,126,2
[108]
T1,0,0,84,2
T2,1,1,200,1
T3,2,0,56,8
T4,3,0,156,4
T5,4,0,51,2
T6,5,1,195,5
T7,6,1,20,5
T8,7,0,91,3
T9,8,0,144,10
[109]
T1,0,0,156,5
T2,1,1,48,2
T3,2,0,30,2
T4,3,0,132,6
T5,4,1,200,7
T6,5,1,108,15
T7,6,1,108,2
T8,7,0,117,19
T9,8,1,180,17
[110]
T1,0,1,44,3
T2,1,0,188,4
T3,2,1,70,2
T4,3,0,105,3
T5,4,0,112,11
T6,5,1,70,1
T7,6,0,150,7
T8,7,1,42,9
T9,8,1,200,7
[111]
T1,0,1,26,2
T2,1,1,110,2
T3,2,0,195,38
T4,3,0,150,1
T5,4,1,120,2
T6,5,1,200,19
T7,6,1,120,1
T8,7,1,108,7
T9,8,1,46,8
[112]
T1,0,0,168,3
T2,1,1,112,7
T3,2,1,168,18
T4,3,0,26,2
T5,4,1,69,2
T6,5,1,115,3
T7,6,0,200,4
T8,7,0,46,9
T9,8,1,125,1
[113]
T1,0,1,35,5
T2,1,1,68,1
T3,2,0,34,2
T4,3,0,168,14
T5,4,1,102,11
T6,5,0,200,13
T7,6,0,56,2
T8,7,0,70,7
T9,8,0,154,7
[114]
T1,0,0,90,5
T2,1,1,168,10
T3,2,0,180,35
T4,3,0,34,2
T5,4,0,200,13
T6,5,1,147,3
T7,6,0,72,4
T8,7,0,25,1
T9,8,1,70,4
[115]
T1,0,0,51,2
T2,1,1,156,3
T3,2,1,91,8
T4,3,1,40,2
T5,4,1,200,24
T6,5,1,128,8
T7,6,1,105,7
T8,7,0,56,5
T9,8,0,156,3
[116]
T1,0,0,175,15
T2,1,0,70,13
T3,2,0,35,5
T4,3,0,21,2
T5,4,1,91,6
T6,5,0,182,2
T7,6,1,100,4
T8,7,1,143,1
T9,8,1,200,2
[117]
T1,0,1,180,34
T2,1,1,100,2
T3,2,1,156,21
T4,3,1,27,3
T5,4,0,40,2
T6,5,1,100,3
T7,6,1,200,4
T8,7,0,100,4
T9,8,1,54,1
[118]
T1,0,1,200,25
T2,1,0,78,2
T3,2,0,26,2
T4,3,0,65,2
T5,4,0,156,14
T6,5,0,43,2
T7,6,0,186,11
T8,7,1,80,1
T9,8,1,130,28
[119]
T1,0,1,174,24
T2,1,0,200,5
T3,2,0,80,2
T4,3,1,70,4
T5,4,1,112,2
T6,5,1,50,5
T7,6,0,126,15
T8,7,0,180,12
T9,8,1,46,2
[120]
T1,0,1,28,4
T2,1,1,153,8
T3,2,1,85,5
T4,3,0,136,1
T5,4,1,200,12
T6,5,0,180,32
T7,6,1,58,2
T8,7,1,75,1
T9,8,0,20,1
[121]
T1,0,0,56,6
T2,1,1,200,7
T3,2,1,112,7
T4,3,1,155,7
T5,4,0,38,2
T6,5,0,56,2
T7,6,0,80,1
T8,7,1,44,3
T9,8,1,175,29
[122]
T1,0,0,200,1
T2,1,1,20,1
T3,2,0,56,2
T4,3,1,102,5
T5,4,1,196,8
T6,5,0,32,3
T7,6,0,140,7
T8,7,0,150,20
T9,8,0,85,4
[123]
T1,0,1,75,2
T2,1,1,105,44
T3,2,1,196,2
T4,3,0,21,2
T5,4,1,200,3
T6,5,1,56,1
T7,6,1,22,2
T8,7,1,132,2
T9,8,0,150,4
[124]
T1,0,0,90,3
T2,1,1,175,1
T3,2,0,155,12
T4,3,1,200,2
T5,4,0,126,1
T6,5,1,25,6
T7,6,0,44,2
T8,7,1,72,2
T9,8,0,105,15
[125]
T1,0,1,72,5
T2,1,0,170,6
T3,2,0,68,9
T4,3,0,119,9
T5,4,0,112,9
T6,5,0,153,1
T7,6,1,35,2
T8,7,0,26,2
T9,8,0,200,3
[126]
T1,0,1,160,1
T2,1,0,81,6
T3,2,0,60,6
T4,3,1,150,9
T5,4,0,100,2
T6,5,0,200,18
T7,6,0,40,5
T8,7,0,30,2
T9,8,0,65,6
[127]
T1,0,1,120,1
T2,1,0,192,45
T3,2,0,120,15
T4,3,1,31,2
T5,4,0,200,3
T6,5,0,28,2
T7,6,1,116,12
T8,7,0,112,6
T9,8,1,160,3
[128]
T1,0,0,200,9
T2,1,0,92,10
T3,2,0,168,29
T4,3,0,54,1
T5,4,1,56,2
T6,5,0,161,2
T7,6,1,126,1
T8,7,0,37,6
T9,8,0,21,2
[129]
T1,0,0,98,1
T2,1,0,140,6
T3,2,0,98,7
T4,3,0,40,2
T5,4,0,196,5
T6,5,0,175,3
T7,6,1,20,2
T8,7,1,200,2
T9,8,0,86,22
[130]
T1,0,0,80,1
T2,1,1,42,3
T3,2,1,90,2
T4,3,1,40,2
T5,4,0,90,10
T6,5,1,161,7
T7,6,1,60,2
T8,7,0,200,38
T9,8,0,180,10
[131]
T1,0,1,120,2
T2,1,1,120,12
T3,2,0,176,6
T4,3,0,68,4
T5,4,1,90,5
T6,5,1,198,8
T7,6,0,200,26
T8,7,1,44,4
T9,8,0,36,1
[132]
T1,0,1,72,2
T2,1,0,80,19
T3,2,0,75,3
T4,3,1,156,24
T5,4,1,105,2
T6,5,1,200,2
T7,6,1,35,3
T8,7,0,156,4
T9,8,0,32,2
[133]
T1,0,0,56,6
T2,1,1,126,2
T3,2,1,200,13
T4,3,1,104,1
T5,4,0,150,24
T6,5,1,45,1
T7,6,1,156,11
T8,7,1,26,2
T9,8,1,144,3
[134]
T1,0,1,42,6
T2,1,0,60,1
T3,2,0,160,6
T4,3,1,52,8
T5,4,1,120,2
T6,5,1,55,1
T7,6,0,160,12
T8,7,0,77,6
T9,8,1,200,5
[135]
T1,0,1,54,3
T2,1,0,200,8
T3,2,0,96,6
T4,3,1,32,2
T5,4,1,56,2
T6,5,1,176,11
T7,6,0,96,2
T8,7,0,180,32
T9,8,1,105,13
[136]
